id	filename	md5	size	state
cc1a9fbc-0480-45e7-a793-2547bcb2873a	TCGA-73-4658-01A-01-BS1.2859e392-66d8-407e-85db-25bf4e4c5ff3.svs	b5b7fbf5ee6651677900836b1823fda7	183973929	released
440dd4c2-4ec3-4847-98b2-e31c5ade58d1	TCGA-73-4658-11A-01-TS1.655281c2-b5d2-4f48-8519-64b87ba4866b.svs	8ec0419286531f40d354c123a3ed5dc7	100545575	released
7033221b-c106-431f-b98b-958ea8697bca	TCGA-73-4658-01A-01-TS1.d6b05aa8-63b5-4568-9708-a764521ddaef.svs	7c95c048538b0cc50f53306db5e6cc10	196431041	released
539f114b-1e25-4c67-8188-fe963585cccc	TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219.svs	feca48a04de82db00bc695dd34546c71	80426349	released
3ec17108-22e1-4454-bdb1-2fdbb0dd800b	TCGA-78-7166-01Z-00-DX1.d19ad2d9-b006-4a13-ba54-2fec234c2373.svs	9b7264353090df64fce0a62de2886f1b	1098067977	released
721c3bb6-671b-4be5-bdaf-55e09dca5495	TCGA-78-7166-11A-01-TS1.bb97df24-da32-4cf5-964b-21d98b860422.svs	74152f9d6a5886767fec197e4cb07b92	44100489	released
083bfb15-29e6-4424-b0ce-a6beb37cd8d9	TCGA-78-7166-01A-01-TS1.78dca0d1-de0d-4ba4-b645-ff65eaef7771.svs	8fc98a33da73b7cfbd5f369fc3205897	45874773	released
8966412f-4e8b-4212-93dd-f946c8d2cdfc	TCGA-38-4630-11A-01-TS1.00ed18d6-acf8-4950-bb49-6a8dc011ef6e.svs	18f6eb3802ae176a12586d45440dd4ae	50234653	released
cfde6b7d-3711-436f-9d2a-7bd029c02ade	TCGA-50-5932-01A-01-TS1.e89b93f1-255e-42ac-a0eb-7c3df060b669.svs	6b55132ffbedd3a14ea87d409c060150	247960951	released
aa095261-408b-4fc6-a64e-69e7f11409ed	TCGA-55-1592-01Z-00-DX1.ee15e261-2f9c-4a93-a19f-27cb1c3bae15.svs	7b6c7374d2095def3bb6d634c427b969	388356309	released
a8db7877-6855-4b11-bfee-e73e429a5b47	TCGA-49-6742-01Z-00-DX2.2c6b4df0-867d-40c5-8bee-14e2d219224b.svs	e09587214aa14c44b2d7a1f9f53b3953	1501773089	released
